ProductId,ratingCount,ratingAvg,pants,jeans,shirt,t-shirt,jacket,coat,hoodies,sweatshirts,blazer,sneaker,boot,oxford,blouseClean,skirtClean,tie
36,63,4.285714285714286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,7,3.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,18,4.111111111111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,139,4.438848920863309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,853,4.384525205158265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,18,4.333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,2,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,91,3.637362637362637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,154,3.9740259740259742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,2,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47,64,4.34375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,5,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,7,3.857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,70,4.6571428571428575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,32,4.53125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,3,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,89,4.280898876404494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,170,3.694117647058824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,4,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,6,3.333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,251,4.430278884462151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,2,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
73,4,4.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,16,4.0625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,3,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76,2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,22,4.090909090909091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78,5,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,11,3.636363636363636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,2,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,3.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,104,3.932692307692308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
91,2,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,3,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,1,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,4,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
96,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,3,3.6666666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,19,4.2631578947368425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100,2,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101,1,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,2,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,13,4.384615384615385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,478,4.376569037656904,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,5,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,2,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
107,20,4.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,5,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,14,4.357142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
112,6,4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
113,213,4.2018779342723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
114,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
116,1308,4.244648318042813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,10,3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,17,4.470588235294118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,88,3.7954545454545454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,6,4.833333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,2,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,2,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,23,4.260869565217392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,3,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,5,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,3,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
132,8,4.625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,2,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,1234,4.33387358184765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
137,5,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
138,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,5,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,4,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,119,4.554621848739496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143,3,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,11,4.636363636363637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,5,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146,41,3.902439024390244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,2,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148,987,4.220871327254306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,2,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,7,4.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,73,4.328767123287672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,32,4.3125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,4,3.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,23,4.3478260869565215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,65,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,45,4.444444444444445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
158,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,2,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,9,4.222222222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,3,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,58,4.431034482758621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,65,3.938461538461538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,144,3.9097222222222223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
167,17,4.529411764705882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,14,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,12,2.9166666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
170,2775,4.49981981981982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,42,4.357142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,36,4.194444444444445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,46,3.9565217391304346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,3,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
176,2,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,2,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,21,4.476190476190476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
180,5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,2,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,2,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
184,3,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
185,28,4.464285714285714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,2,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,1367,4.355523043160205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
189,793,4.175283732660782,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,1637,4.290775809407453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
193,10,4.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
194,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,198,4.328282828282828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
197,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
199,28,3.642857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,28,3.642857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202,36,4.111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
203,1,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,1,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206,3,4.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,9,4.555555555555555,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
208,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
209,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,3,4.666666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213,1708,4.069672131147541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
214,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
216,255,4.215686274509804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
217,854,3.970725995316159,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
218,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
219,1,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,1,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
221,166,3.825301204819277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222,2,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
223,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,9,4.555555555555555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
225,5,4.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,2,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
227,3,4.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
228,1,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,5,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,24,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
235,15,4.066666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
236,1,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,3,4.666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,2,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,4,4.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
240,23,4.826086956521739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
241,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,13,4.615384615384615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,11,4.454545454545454,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,5,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,222,3.1621621621621623,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
247,48,4.645833333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
248,31,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249,1,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,6,4.833333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251,70,4.571428571428571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
252,1,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
253,53,4.037735849056604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
254,23,3.652173913043478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,30,4.533333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
257,2,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
258,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
259,1,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,3,4.333333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261,5,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
262,44,4.409090909090909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,36,4.694444444444445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,3,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
266,2,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
268,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269,1,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
270,2,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
272,4,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275,7,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,78,4.012820512820513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
277,7,4.285714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
279,10,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
280,20,4.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,3,4.666666666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
283,2,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,3,3.6666666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,3,3.6666666666666665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,31,4.774193548387097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,3,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,117,4.683760683760684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,48,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,2,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,2,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,7308,4.415435139573071,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
297,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
298,1,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
301,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,68,4.161764705882353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,243,4.316872427983539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
307,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,15,4.666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
309,21,4.761904761904762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311,3,3.6666666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
312,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
313,4,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
314,4,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
315,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
316,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
318,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
319,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
320,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
321,3,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
322,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
323,3,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
326,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
327,2,4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
328,2,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
329,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
330,2,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
331,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
332,2,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333,2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,6,4.333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,5,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,3,4.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,1,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
338,5,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
339,2,3.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,1,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
342,12,3.6666666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
343,10,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,1,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
345,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
346,66,4.03030303030303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
347,4,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
348,4,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
349,2,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350,4,4.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
